,id,branch,found,course,daynight,major,school,school_area,sex,age,hire_state,b022,b023,b036,b038,b039,b040,f009,i001,i033,i037,i042,i046,i066,i076,l001,l009,l016,m002,k110,k004,k007,k009,k011,q001,q002,q003,q004,q006,p001,p026,p029,p036,p045
9199,55615.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,4,1,0,0,0,0,0,2.0,0.0,6.0,1,4.0,1.0,3.0,3.0,2.0,1
9210,55706.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.416666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,240,1,0,0,0,0,0,5.0,4.0,5.0,0,3.0,1.0,3.0,3.0,2.0,1
9211,55707.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.0,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,45,4,0,0,0,0,0,3.0,6.0,5.0,0,1.0,1.0,3.0,4.0,3.0,1
9212,55708.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.75,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,960,1,0,0,0,0,0,2.0,7.0,7.0,0,3.0,1.0,5.0,3.0,3.01,1
9227,55831.0,1.0,3.0,3.0,0,4.0,1.0,0,0,29.5,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,20,2,0,0,0,1,1,2.0,1.0,6.0,0,5.0,1.0,5.0,5.0,4.0,1
9235,55898.0,1.0,3.0,6.0,1,4.0,1.0,0,0,30.583333333333332,1,0.0,0.0,0,0,0,0,5.0,0,0,0.0,0.0,0,0,0,1.0,1,30,6,0,0,0,0,1,4.0,16.0,6.0,1,1.0,1.0,3.0,3.0,3.01,1
9246,55980.0,1.0,5.0,5.0,0,5.0,1.0,0,1,35.083333333333336,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,6,0,0,0,0,0,0,4.0,3.0,8.0,0,2.0,2.0,3.0,4.0,2.0,0
9248,55999.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.083333333333332,0,10.0,0.0,1,1,0,1,2.0,0,0,0.0,0.0,0,0,0,1.0,1,80,0,0,0,0,0,0,5.0,1.0,8.0,0,3.0,1.0,3.0,3.0,3.01,0
9250,56012.0,1.0,3.0,3.0,0,5.0,1.0,0,0,23.333333333333332,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,616,1,0,0,0,0,0,2.0,1.0,7.0,0,2.0,1.0,3.0,3.0,3.01,0
9253,56038.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.083333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,24,2,0,0,0,0,1,4.0,1.0,6.0,0,4.0,1.0,3.0,3.0,4.0,1
9256,56054.0,1.0,2.0,3.0,0,5.0,1.0,0,0,25.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,0,0,0,3.0,5.0,7.0,0,2.0,1.0,3.0,4.0,1.0,1
9261,56125.0,1.0,3.0,5.0,1,5.0,1.0,0,1,23.666666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,4,2,0,0,0,0,0,4.0,0.0,5.0,0,2.0,1.0,3.0,3.0,1.0,0
9262,56140.0,1.0,3.0,5.0,1,5.0,1.0,0,1,25.666666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,3,3,0,0,0,0,0,3.0,1.0,6.0,1,5.0,1.0,3.0,3.0,3.01,0
9264,56173.0,1.0,2.0,3.0,0,5.0,1.0,0,0,27.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,20,0,0,0,0,0,0,3.0,10.0,6.0,1,1.0,1.0,5.0,5.0,2.0,1
9277,56308.0,1.0,3.0,3.0,0,6.0,1.0,0,1,25.666666666666668,0,0.0,0.0,0,0,0,0,1.0,1,660,0.0,0.0,0,0,0,1.0,1,2,1,0,0,0,0,1,4.0,0.0,5.0,0,1.0,1.0,6.0,4.0,3.01,0
9280,56331.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.0,1,0.0,0.0,0,0,0,0,1.0,0,755,0.0,0.0,0,0,0,1.0,1,2,2,0,0,0,0,1,3.0,1.0,5.0,0,3.0,1.0,3.0,1.0,1.0,0
9281,56341.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.166666666666668,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,0,2,0,0,0,0,0,0,2.0,0.0,5.0,0,5.0,1.0,3.0,3.0,2.0,0
9283,56347.0,1.0,3.0,3.0,0,6.0,1.0,0,0,27.083333333333332,1,0.0,0.0,0,0,0,0,2.0,0,500,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,4.0,5.0,7.0,0,5.0,1.0,3.0,3.0,3.01,1
9286,56393.0,1.0,3.0,3.0,0,6.0,1.0,0,1,26.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,1000,1,0,0,0,0,0,3.0,5.0,6.0,0,3.0,1.0,3.0,3.0,1.0,0
9307,56619.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.083333333333332,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,0,2,1,0,0,0,0,0,4.0,0.0,9.0,0,1.0,1.0,2.0,2.0,1.0,0
9323,56768.0,1.0,3.0,5.0,1,6.0,1.0,0,1,24.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,5,1,0,0,0,0,0,2.0,1.0,6.0,0,3.0,1.0,3.0,3.0,1.0,0
9324,56784.0,1.0,3.0,5.0,1,6.0,1.0,0,1,24.416666666666668,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,0,16,1,0,0,0,0,0,3.0,2.0,8.0,0,3.0,1.0,2.0,3.0,1.0,0
9334,56905.0,1.0,3.0,3.0,0,6.0,1.0,0,1,22.416666666666668,0,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,3.0,0.0,7.0,0,3.0,1.0,3.0,3.0,3.01,0
9340,56972.0,1.0,3.0,3.0,0,7.0,1.0,0,1,26.0,0,1.0,0.0,0,0,0,0,1.0,0,570,0.0,0.0,0,0,0,1.0,1,300,2,0,0,0,0,0,3.0,2.0,6.0,0,4.0,1.0,5.0,3.0,3.01,0
9346,57029.0,1.0,3.0,3.0,0,7.0,1.0,0,1,24.916666666666668,0,10.0,7.0,0,0,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,760,2,0,0,0,0,0,3.0,0.0,7.0,0,2.0,1.0,5.0,3.0,3.01,0
9350,57079.0,1.0,3.0,3.0,0,7.0,1.0,1,1,21.666666666666668,1,0.0,0.0,0,0,0,0,4.0,0,0,0.0,0.0,0,0,0,1.0,1,640,1,1,0,1,0,0,1.0,4.0,7.0,0,3.0,1.0,5.0,5.0,3.01,0
9367,57220.0,1.0,3.0,3.0,0,7.0,1.0,0,1,22.083333333333332,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,0,4,0,0,0,0,0,0,3.0,1.0,7.0,0,3.0,1.0,3.0,3.0,3.01,0
9373,57273.0,1.0,3.0,5.0,0,7.0,1.0,0,0,25.666666666666668,0,5.0,3.0,0,0,0,0,4.0,0,0,0.0,0.0,0,0,0,1.0,0,4,1,0,0,0,0,1,4.0,2.0,4.0,0,1.0,1.0,3.0,1.0,1.0,1
9425,57755.0,1.0,1.0,3.0,0,3.0,3.0,0,1,28.833333333333332,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,20,1,0,0,0,0,0,4.0,30.0,8.0,0,2.0,1.0,5.0,3.0,4.0,0
9433,57799.0,1.0,1.0,3.0,0,3.0,3.0,0,1,25.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,0,0,0,5.0,0.0,6.0,0,1.0,1.0,5.0,5.0,5.0,0
9434,57804.0,1.0,1.0,3.0,0,3.0,3.0,0,0,29.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,0,0,0,4.0,3.0,7.0,0,3.0,1.0,4.0,3.0,3.0,1
9435,57808.0,1.0,1.0,3.0,0,3.0,3.0,0,1,26.833333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,0,4.0,0.0,9.0,0,1.0,1.0,4.0,3.0,4.0,0
9438,57820.0,1.0,1.0,3.0,0,3.0,3.0,0,0,24.0,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,8,1,0,0,0,0,0,4.0,2.0,7.0,0,3.0,1.0,1.0,3.0,1.0,0
9441,57825.0,1.0,1.0,3.0,0,3.0,3.0,0,1,25.5,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,56,1,0,0,0,0,0,4.0,1.0,8.0,0,4.0,1.0,3.0,3.0,3.01,0
9444,57835.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,0,3.0,3.0,7.0,0,3.0,1.0,5.0,4.0,3.0,0
9456,57914.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.333333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,30,2,0,0,0,0,0,3.0,3.0,6.0,0,4.0,1.0,6.0,5.0,6.0,0
9461,57945.0,1.0,2.0,3.0,0,1.0,2.0,1,0,26.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,890,0.0,0.0,0,0,0,1.0,1,24,0,0,0,0,1,0,4.0,1.0,7.0,0,1.0,2.0,5.0,6.0,3.01,1
9465,57962.0,1.0,3.0,3.0,0,1.0,2.0,1,1,25.833333333333332,0,0.0,0.0,0,0,0,0,1.0,0,830,0.0,0.0,0,0,0,1.0,0,700,0,0,0,0,0,0,2.0,1.0,5.0,0,1.0,1.0,3.0,3.0,1.0,0
9470,57983.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.0,1,0.0,0.0,0,0,0,0,10.0,0,760,0.0,0.0,0,0,0,1.0,0,3,4,0,1,0,0,1,4.0,5.0,6.0,0,5.0,1.0,5.0,5.0,5.0,1
9471,57987.0,1.0,3.0,3.0,0,1.0,2.0,1,1,27.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,300,3,0,0,0,0,0,2.0,2.0,7.0,0,3.0,1.0,3.0,3.0,1.0,0
9473,57993.0,1.0,3.0,3.0,1,1.0,2.0,1,0,27.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,200,0,0,0,0,0,1,5.0,0.0,6.0,1,4.0,1.0,3.0,3.0,3.01,1
9475,58020.0,1.0,3.0,3.0,0,1.0,2.0,0,0,27.5,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,248,1.0,1,200,0,0,0,1,0,1,4.0,2.0,4.0,1,4.0,1.0,3.0,5.0,3.0,1
9478,58030.0,1.0,3.0,3.0,0,1.0,2.0,0,1,26.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,810,0.0,0.0,0,0,0,1.0,1,1,0,0,0,0,0,0,3.0,1.0,5.0,0,1.0,1.0,5.0,4.0,3.0,0
9494,58107.0,1.0,1.0,3.0,0,1.0,2.0,0,1,26.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,860,130.0,0.0,0,0,0,1.0,1,500,2,1,0,0,1,1,5.0,5.0,6.0,0,3.0,1.0,3.0,5.0,3.0,0
9495,58109.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.333333333333332,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,10,0,0,0,0,0,0,4.0,1.0,4.0,0,2.0,1.0,5.0,3.0,1.0,1
9501,58169.0,1.0,3.0,3.0,0,1.0,2.0,0,1,27.75,0,0.0,0.0,0,0,0,0,1.0,1,855,0.0,0.0,0,0,0,1.0,0,720,0,1,0,0,1,0,3.0,2.0,7.0,0,3.0,1.0,3.0,3.0,3.01,0
9542,58371.0,1.0,3.0,3.0,0,1.0,2.0,1,0,30.166666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,240,1,0,0,0,0,0,4.0,3.0,8.0,0,4.0,1.0,5.0,4.0,5.0,1
9543,58375.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,100,0,1,0,1,0,1,3.0,0.0,8.0,0,2.0,1.0,5.0,4.0,4.0,0
9545,58386.0,1.0,3.0,3.0,0,1.0,2.0,1,1,28.25,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,10,1,0,0,0,0,1,4.0,3.0,8.0,0,5.0,1.0,3.0,3.0,3.01,0
9559,58492.0,1.0,3.0,3.0,1,1.0,2.0,0,1,24.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,10,0,0,0,0,0,0,3.0,0.0,7.0,0,2.0,1.0,5.0,3.0,3.01,0
9565,58525.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.916666666666668,0,0.0,0.0,0,0,0,0,1.0,1,800,0.0,0.0,0,0,0,1.0,1,20,0,0,0,1,0,1,4.0,1.0,7.0,0,1.0,1.0,3.0,5.0,4.0,0
9566,58531.0,1.0,3.0,3.0,0,1.0,2.0,0,0,27.0,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,50,0,0,0,0,0,0,5.0,5.0,6.0,0,3.0,1.0,6.0,6.0,3.0,1
9568,58536.0,2.0,3.0,3.0,0,1.0,2.0,0,1,24.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,740,0.0,0.0,0,0,0,1.0,1,50,4,1,0,0,0,0,3.0,10.0,8.0,0,2.0,1.0,5.0,3.0,3.01,0
9574,58562.0,1.0,1.0,3.0,0,1.0,2.0,0,1,25.25,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,480,1,0,0,0,0,0,4.0,0.0,8.0,0,1.0,1.0,5.0,3.0,2.0,0
9581,58605.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.75,0,0.0,0.0,0,0,0,0,9.0,0,770,140.0,0.0,0,0,201,1.0,1,40,1,0,1,0,0,1,3.0,1.0,7.0,0,3.0,1.0,3.0,3.0,3.0,0
9582,58607.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.333333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,40,4,0,0,0,0,0,4.0,2.0,7.0,0,4.0,1.0,6.0,5.0,6.0,0
9583,58611.0,1.0,3.0,3.0,0,1.0,2.0,1,1,29.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,12,0,0,0,0,0,0,4.0,4.0,7.0,0,1.0,1.0,5.0,3.0,5.0,0
9591,58668.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.666666666666668,1,0.0,0.0,0,0,0,0,3.0,0,930,140.0,0.0,0,170,0,1.0,1,24,0,0,0,0,0,0,4.0,5.0,7.0,0,3.0,1.0,3.0,4.0,5.0,0
9593,58690.0,1.0,1.0,3.0,0,1.0,2.0,0,0,28.666666666666668,1,0.0,0.0,0,0,0,0,2.0,0,920,0.0,0.0,0,0,0,1.0,1,40,3,1,1,0,0,0,4.0,8.0,6.0,1,3.0,1.0,3.0,4.0,5.0,1
9602,58747.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.583333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,720,0,0,0,0,1,1,3.0,3.0,8.0,0,1.0,1.0,3.0,3.0,3.01,0
9610,58816.0,1.0,3.0,3.0,0,1.0,2.0,0,1,25.5,1,0.0,0.0,0,0,0,0,1.0,0,820,130.0,0.0,0,0,0,1.0,1,500,2,1,0,0,0,0,3.0,1.0,4.0,0,3.0,1.0,5.0,4.0,3.0,0
9617,58843.0,1.0,3.0,3.0,0,1.0,2.0,1,0,27.75,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,750,2,0,0,0,0,0,2.0,3.0,5.0,0,3.0,1.0,4.0,3.0,2.0,1
9620,58856.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.333333333333332,1,0.0,0.0,0,0,0,0,1.0,1,915,0.0,0.0,0,0,0,1.0,1,80,0,1,1,0,0,0,5.0,1.0,7.0,0,3.0,1.0,5.0,5.0,6.0,0
9630,58914.0,3.0,3.0,3.0,0,1.0,2.0,1,1,25.0,1,0.0,0.0,0,0,0,0,1.0,0,870,150.0,0.0,0,0,0,1.0,1,10,1,1,1,1,1,1,4.0,2.0,6.0,0,3.0,1.0,5.0,5.0,2.0,0
9634,58929.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.25,1,0.0,0.0,0,0,0,0,1.0,1,925,0.0,0.0,0,0,0,1.0,1,960,1,0,0,0,0,0,3.0,0.0,7.0,0,3.0,1.0,6.0,6.0,3.01,0
9635,58939.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.75,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,100,2,0,0,0,0,0,4.0,12.0,5.0,0,2.0,1.0,4.0,3.0,2.0,0
9645,58996.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.666666666666668,1,0.0,0.0,0,0,0,0,3.0,1,695,160.0,0.0,0,0,0,1.0,1,12,0,0,0,0,0,0,3.0,0.0,6.0,0,3.0,1.0,5.0,5.0,3.0,0
9650,59042.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.0,0,80.0,6.0,0,1,1,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,2,0,0,0,0,0,2.0,3.0,7.0,0,2.0,1.0,4.0,5.0,3.0,0
9661,59100.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,100,0,0,0,0,0,0,2.0,0.0,8.0,0,4.0,1.0,3.0,2.0,1.0,0
9665,59131.0,1.0,3.0,3.0,0,1.0,2.0,0,1,27.0,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,120,4,0,0,0,0,0,3.0,2.0,8.0,0,1.0,2.0,5.0,3.0,5.0,0
9679,59178.0,1.0,3.0,3.0,0,1.0,2.0,0,0,27.666666666666668,0,0.0,0.0,0,0,0,0,1.0,0,760,0.0,0.0,0,0,0,1.0,1,300,1,0,0,0,0,0,3.0,0.0,6.0,0,3.0,1.0,5.0,4.0,1.0,1
9685,59191.0,1.0,1.0,3.0,0,1.0,2.0,0,0,29.0,0,80.0,9.0,1,0,1,0,1.0,1,940,0.0,0.0,0,0,0,1.0,0,40,1,0,0,0,0,0,5.0,3.0,8.0,0,3.0,1.0,3.0,3.0,3.01,1
9686,59192.0,1.0,1.0,3.0,0,1.0,2.0,0,1,26.0,1,0.0,0.0,0,0,0,0,1.0,0,830,0.0,0.0,0,0,0,1.0,1,80,0,1,0,0,0,0,3.0,2.0,7.0,0,3.0,1.0,3.0,3.0,3.01,0
9691,59223.0,1.0,1.0,3.0,0,1.0,2.0,0,1,26.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,550,0.0,0.0,0,0,0,1.0,1,1100,0,0,0,0,0,0,3.0,0.0,6.0,0,2.0,1.0,3.0,3.0,1.0,0
9695,59254.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,4,0,0,0,1,0,3.0,1.0,7.0,0,4.0,1.0,3.0,3.0,4.0,0
9703,59328.0,1.0,1.0,3.0,0,1.0,2.0,0,1,25.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,560,0.0,0.0,0,0,0,1.0,1,72,4,0,0,0,0,0,5.0,4.0,7.0,0,2.0,1.0,3.0,3.0,3.01,0
9716,59451.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.916666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,80,3,0,0,0,0,0,5.0,5.0,6.0,0,2.0,1.0,6.0,4.0,3.01,0
9717,59474.0,1.0,3.0,3.0,0,1.0,2.0,0,0,31.25,0,0.0,0.0,0,0,0,0,1.0,0,800,0.0,0.0,0,0,0,1.0,1,104,1,0,0,0,0,0,4.0,7.0,8.0,0,2.0,1.0,3.0,3.0,2.0,1
9719,59477.0,1.0,3.0,3.0,0,1.0,2.0,0,0,25.666666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,693,0,0,0,0,0,0,4.0,10.0,8.0,0,3.0,1.0,5.0,5.0,1.0,1
9723,59514.0,1.0,3.0,3.0,0,1.0,2.0,1,0,29.583333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,300,2,1,1,0,0,1,5.0,0.0,6.0,0,3.0,1.0,5.0,3.0,3.01,1
9724,59515.0,1.0,3.0,3.0,0,1.0,2.0,1,1,27.416666666666668,1,0.0,0.0,0,0,0,0,3.0,0,930,0.0,0.0,0,0,0,1.0,1,2000,6,1,1,1,1,1,4.0,5.0,7.0,0,3.0,1.0,6.0,4.0,6.0,0
9736,59601.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.0,1,0.0,0.0,0,0,0,0,1.0,0,870,0.0,0.0,0,0,0,1.0,1,200,0,0,0,1,1,1,4.0,5.0,7.0,0,2.0,1.0,4.0,3.0,3.0,0
9752,59676.0,1.0,3.0,3.0,0,1.0,2.0,0,1,25.833333333333332,0,0.0,0.0,0,0,0,0,1.0,0,770,0.0,0.0,0,0,0,1.0,1,90,1,1,1,0,0,0,5.0,0.0,7.0,0,3.0,1.0,4.0,3.0,4.0,0
9760,59703.0,1.0,4.0,3.0,0,1.0,2.0,1,0,28.75,1,0.0,0.0,0,0,0,0,3.0,0,0,0.0,0.0,0,0,0,1.0,1,160,0,0,0,0,0,0,4.0,2.0,7.0,0,4.0,1.0,5.0,5.0,5.0,1
9761,59709.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.75,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,240,5,0,0,1,1,0,3.0,2.0,6.0,0,3.0,1.0,5.0,5.0,3.01,0
9775,59808.0,1.0,3.0,3.0,0,2.0,2.0,1,1,27.083333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,12,0,0,0,1,1,1,4.0,0.0,7.0,0,3.0,1.0,6.0,5.0,6.0,0
9778,59818.0,1.0,3.0,3.0,0,2.0,2.0,1,0,29.583333333333332,0,0.0,0.0,0,0,0,0,3.0,0,970,0.0,0.0,0,0,0,1.0,1,40,0,0,0,0,1,0,4.0,4.0,7.0,0,2.0,1.0,5.0,5.0,6.0,1
9780,59823.0,1.0,3.0,3.0,0,2.0,2.0,1,1,26.583333333333332,1,0.0,0.0,0,0,0,0,3.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,1,1,0,0,1,4.0,1.0,8.0,0,2.0,1.0,5.0,5.0,5.0,0
9797,59975.0,1.0,3.0,3.0,0,2.0,2.0,0,1,26.166666666666668,0,10.0,2.0,0,0,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,60,4,0,0,0,0,0,3.0,2.0,7.0,0,3.0,1.0,5.0,4.0,5.0,0
9799,59988.0,1.0,3.0,3.0,0,2.0,2.0,0,0,27.833333333333332,0,1.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,300,0,0,0,0,0,0,5.0,5.0,7.0,0,4.0,1.0,5.0,2.0,7.0,1
9803,60039.0,1.0,3.0,1.0,0,2.0,2.0,0,0,31.583333333333332,1,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,1,16,0,0,0,0,0,0,5.0,8.0,6.0,0,1.0,1.0,5.0,5.0,4.0,1
9804,60041.0,1.0,3.0,3.0,0,2.0,2.0,0,0,27.0,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,0,7,0,0,0,0,0,0,3.0,0.0,7.0,1,5.0,1.0,3.0,3.0,1.0,1
9811,60075.0,1.0,3.0,3.0,0,2.0,2.0,0,0,27.25,1,0.0,0.0,0,0,0,0,9.0,0,835,0.0,0.0,0,0,0,1.0,1,48,2,1,0,0,0,1,3.0,2.0,7.0,0,4.0,1.0,6.0,6.0,2.0,1
9815,60088.0,1.0,1.0,3.0,0,2.0,2.0,0,1,26.166666666666668,0,6.0,0.0,1,1,1,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,20,1,1,1,1,1,1,2.0,1.0,8.0,0,3.0,1.0,3.0,3.0,3.0,0
9818,60100.0,1.0,1.0,3.0,0,2.0,2.0,0,0,28.583333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,180,1,0,0,0,0,0,4.0,1.0,7.0,0,2.0,1.0,3.0,4.0,1.0,1
9819,60101.0,1.0,1.0,3.0,0,2.0,2.0,0,0,27.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,880,0.0,0.0,0,0,0,1.0,1,160,2,0,0,0,0,0,1.0,1.0,7.0,0,2.0,1.0,3.0,4.0,1.0,1
9841,60247.0,1.0,3.0,3.0,0,2.0,2.0,1,1,25.25,1,0.0,0.0,0,0,0,0,1.0,0,830,0.0,0.0,0,0,0,1.0,1,240,8,0,0,0,1,0,2.0,0.0,7.0,0,4.0,1.0,3.0,3.0,5.0,0
9845,60252.0,1.0,3.0,3.0,0,2.0,2.0,1,1,27.5,0,0.0,0.0,0,0,0,0,1.0,0,980,0.0,0.0,0,0,0,1.0,1,30,0,1,1,0,0,1,3.0,1.0,8.0,0,3.0,1.0,6.0,6.0,5.0,0
9847,60262.0,1.0,3.0,3.0,0,2.0,2.0,1,1,25.0,0,0.0,0.0,0,0,0,0,1.0,0,865,140.0,0.0,0,0,0,1.0,0,60,0,0,0,0,0,0,5.0,4.0,7.0,0,3.0,1.0,5.0,5.0,2.0,0
9849,60267.0,1.0,3.0,3.0,0,2.0,2.0,1,0,28.916666666666668,0,11.0,3.0,0,1,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,400,0,0,0,0,0,0,4.0,4.0,8.0,1,4.0,1.0,5.0,5.0,2.0,1
9851,60276.0,1.0,1.0,3.0,0,2.0,2.0,0,0,28.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,875,0.0,0.0,0,0,0,1.0,0,20,1,1,0,0,0,0,2.0,2.0,6.0,0,5.0,1.0,5.0,4.0,4.0,1
